ID,item_cnt_month
246,2.3536415
247,0.9242437
248,0.4082457
249,0.059346944
250,0.6853454
251,0.44554648
252,0.31871098
253,1.5351744
254,0.4394549
255,8.535362
256,0.66311467
257,0.18124664
258,0.46980155
259,0.20132154
260,0.20501658
261,0.10643822
262,0.26756406
263,0.0565134
264,0.11524439
265,0.8276247
266,0.07161668
267,0.38337803
268,0.66311467
269,0.27089113
270,2.447218
271,0.10803753
272,0.16883904
273,0.9161973
274,14.328448
275,0.12732944
276,0.2284359
277,1.6625888
278,0.52538764
279,0.7960216
280,0.17193285
281,0.08127251
282,0.10482225
283,0.76418906
284,0.45795253
285,0.36107212
286,0.19509429
287,1.4590638
288,0.38222152
289,0.2284359
290,0.06842944
291,0.10532209
292,0.4428391
293,0.11766532
294,0.91387004
295,1.4534779
296,0.38965586
297,0.17132434
298,0.2602323
299,0.25178653
300,0.10803753
301,0.8936012
302,1.7866389
303,0.61819583
304,0.109071344
305,0.057009548
306,0.18070647
307,0.20971075
308,0.26982513
309,1.8865463
310,0.66311467
311,0.61931235
312,0.71535903
313,0.23070079
314,0.1370418
315,0.8973433
316,0.17132434
317,3.8894613
318,0.086013824
319,0.19288862
320,0.29886663
321,0.07317075
322,1.0350728
323,0.10643822
324,0.51140845
325,0.7926552
326,0.16143632
327,0.19509429
328,0.19509429
329,0.16669422
330,0.17132434
331,0.25031
332,0.15081498
333,0.28007978
334,0.7186922
335,0.2938747
336,0.5210091
337,0.58825314
338,0.26955974
339,1.1139618
340,0.09119481
341,0.06421763
342,0.2602323
343,0.99942183
344,0.11524439
345,0.086013824
346,4.5266476
347,4.7614636
348,0.112484336
349,0.3394237
350,0.2502551
351,4.058254
352,0.19467556
353,0.41317284
354,0.2305978
355,0.6168681
356,0.87648666
357,1.4959092
358,0.33659858
359,0.8276247
360,0.5098196
361,5.6998773
362,1.2599273
363,1.8510263
364,0.91229177
365,0.7990713
366,0.2602323
367,0.03743142
368,0.13514498
369,0.55059767
370,0.25031
371,1.4425805
372,1.5418789
373,0.6509669
374,1.850982
375,3.8769674
376,1.0710108
377,0.3698783
378,0.78600013
379,0.26818022
380,6.555757
381,0.7697668
382,0.7697668
383,0.21295762
384,1.6377933
385,0.23418143
386,0.707406
387,0.6715255
388,0.19288862
389,0.07317075
390,0.18377316
391,0.4461452
392,0.085253805
393,0.7428064
394,0.2602323
395,0.07161668
396,2.3749802
397,0.80796576
398,0.0
399,0.17538014
400,0.3122956
401,0.41135406
402,3.7315896
403,5.292864
404,1.3062656
405,0.09554726
406,0.41190135
407,0.50266945
408,0.11631593
409,1.8625178
410,0.2019698
411,1.5128663
412,0.43240264
413,0.40383637
414,0.0
415,2.7086
416,1.0888429
417,1.8625178
418,2.6349916
419,0.2019698
420,0.51140845
421,3.108766
422,0.22559234
423,1.0037394
424,0.22675717
425,0.29943603
426,1.8625178
427,0.47698513
428,1.2464966
429,0.27391705
430,1.3058479
431,0.44923258
432,0.052444875
433,0.13947928
434,0.057792872
435,1.295059
436,0.04570982
437,0.8062677
438,0.32764474
439,0.54758686
440,0.2295413
441,0.35080338
442,0.67607874
443,0.22436032
444,0.2431064
445,0.8001201
446,0.33818644
447,0.2686864
448,0.22559234
449,0.56973326
450,0.17943493
451,0.13947928
452,0.25359088
453,0.27073553
454,0.5797321
455,0.13067311
456,0.8562566
457,0.055414647
458,1.8307045
459,1.1952407
460,20.0
461,1.320205
462,0.6435874
463,0.4965615
464,0.93509066
465,0.5967364
466,0.2305978
467,0.2602323
468,0.1760123
469,0.19465363
470,1.0505283
471,0.16834888
472,0.15081498
473,0.101579696
474,1.5764899
475,1.3630514
476,0.07161668
477,0.2528643
478,0.0066492856
479,0.21185178
480,0.25031
481,0.25031
482,0.12711951
483,0.42853174
484,1.2078183
485,1.0001616
486,0.88166606
487,0.46451977
488,0.26818022
489,6.897847
490,0.34663868
491,0.25031
492,1.1699502
493,0.1396724
494,0.46357152
495,0.16837972
496,0.09451851
497,2.9704216
498,3.8535538
499,0.51627636
500,2.9704216
501,0.740029
502,0.6423864
503,0.08459622
504,1.1999911
505,1.1755855
506,1.2828332
507,0.116913915
508,0.83072555
509,0.3830778
510,0.23897919
511,0.11631593
512,0.18466052
513,0.2019698
514,0.17956656
515,2.9704216
516,0.19458282
517,0.41623706
518,0.6843102
519,0.72976303
520,0.44601312
521,0.16282189
522,1.1528022
523,2.0150836
524,0.052662432
525,0.8030832
526,0.17216274
527,0.18185514
528,0.014793605
529,0.07317075
530,1.0880171
531,0.23479837
532,0.09451851
533,0.05762586
534,0.07701659
535,0.052444875
536,1.8625178
537,0.09175846
538,0.33817577
539,0.09451851
540,1.2871711
541,1.8625178
542,0.16136384
543,0.16702259
544,0.110248715
545,0.102351874
546,0.17943493
547,0.16282189
548,0.23076507
549,0.15059847
550,0.17708221
551,0.28077072
552,1.0344511
553,0.34439582
554,0.08459622
555,0.5537186
556,0.11631593
557,0.25359088
558,0.07701659
559,0.30447686
560,0.28821346
561,0.86855626
562,0.11631593
563,0.18360174
564,0.035787523
565,0.07046893
566,0.17216274
567,0.055215806
568,0.28367558
569,0.38965586
570,0.48130184
571,0.45235246
572,1.5987084
573,0.19700375
574,0.08650404
575,0.2019698
576,0.3114177
577,0.2019698
578,1.8625178
579,0.24361992
580,0.0131497085
581,0.0131497085
582,0.034448594
583,0.0131497085
584,0.8219576
585,0.19352403
586,0.25175846
587,1.1058097
588,4.7925715
589,0.31370336
590,1.955968
591,0.59489053
592,5.496715
593,0.15059847
594,0.16837972
595,0.15224236
596,0.16388434
597,0.16052076
598,0.16052076
599,0.19352403
600,0.4461452
601,0.85672176
602,0.09451851
603,0.08571234
604,0.19125912
605,0.052444875
606,0.11631593
607,0.2111822
608,0.052611887
609,0.68935233
610,0.5981793
611,1.3842189
612,0.17708221
613,0.17708221
614,0.07658175
615,1.3594793
616,2.2571723
617,0.60824996
618,0.4760696
619,0.052611887
620,0.38907754
621,2.9704216
622,0.74207705
623,1.2902656
624,0.854661
625,0.44448718
626,0.4093838
627,0.16052076
628,0.09451851
629,0.18898487
630,0.16535226
631,0.013100982
632,0.44554648
633,0.1558438
634,1.0442374
635,0.206487
636,0.2019698
637,0.12925497
638,0.20346981
639,0.19857472
640,0.49657086
641,1.3879335
642,0.29127875
643,0.102351874
644,0.05762586
645,0.2019698
646,0.7683636
647,0.047703564
648,0.05536565
649,0.27675146
650,0.21638024
651,1.577854
652,0.3122956
653,0.13527009
654,0.22952923
655,0.20052412
656,0.7744309
657,0.15059847
658,0.08459622
659,0.077958494
660,0.6636882
661,0.19233084
662,0.013100982
663,0.8604718
664,0.13593248
665,0.42293242
666,0.1300891
667,0.2019698
668,0.8874029
669,0.45333028
670,0.07579005
671,0.09554726
672,0.10389036
673,0.4980017
674,0.2634954
675,0.3652448
676,0.7810457
677,0.42807114
678,0.68128264
679,0.045440137
680,0.2668206
681,0.059346944
682,0.077958494
683,0.17708221
684,0.8874029
685,0.697093
686,0.92883027
687,0.8811976
688,0.18695304
689,0.25031
690,0.101257235
691,0.11524439
692,0.1370418
693,0.08624011
694,0.1370418
695,0.5793887
696,0.2602323
697,0.086013824
698,0.18124664
699,0.4265843
700,2.0223627
701,0.2602323
702,2.3411615
703,2.1963067
704,0.18124664
705,0.2602323
706,0.066435695
707,0.1370418
708,0.25178653
709,3.784753
710,0.7744309
711,1.1662647
712,0.08624011
713,0.72699827
714,0.23710611
715,0.12711951
716,0.4520203
717,0.41100216
718,0.119068
719,0.2602323
720,0.1370418
721,0.6840811
722,0.47698513
723,2.40752
724,0.14926091
725,0.42253903
726,1.1456616
727,1.45419
728,0.2602323
729,1.8241946
730,0.14407992
731,0.09119481
732,1.043931
733,0.2602323
734,1.5684677
735,0.2153087
736,0.3399843
737,0.6485042
738,0.2660359
739,0.26982513
740,0.18630442
741,0.1370418
742,0.08624011
743,0.8544888
744,0.74332744
745,0.90698075
746,0.7282996
747,0.74332744
748,1.0372254
749,0.20501658
750,0.438454
751,0.043749154
752,0.34839875
753,0.15224236
754,1.4912189
755,1.108622
756,0.086013824
757,0.28667426
758,0.07317075
759,0.25175846
760,0.9528822
761,0.45031974
762,0.26383227
763,2.8260849
764,0.27598834
765,0.20932525
766,0.22581103
767,0.8212507
768,1.2623552
769,0.8287628
770,0.45849702
771,0.07614052
772,0.6230466
773,0.18124664
774,0.20501658
775,0.1370418
776,0.87741697
777,0.9137367
778,0.066435695
779,0.17661652
780,0.2602323
781,1.29042
782,0.73338586
783,0.77857864
784,0.2602323
785,1.4981886
786,3.0400894
787,1.1960324
788,0.27089113
789,0.74020296
790,0.2602323
791,0.2602323
792,0.2602323
793,4.6413555
794,0.2602323
795,0.29886663
796,0.48728448
797,0.87221974
798,0.2602323
799,4.769459
800,0.14738595
801,0.07317075
802,0.2602323
803,0.2602323
804,0.15599597
805,0.078351736
806,0.47698513
807,0.1957592
808,0.8824562
809,0.033826858
810,0.58968955
811,1.0276403
812,0.91078776
813,0.15497512
814,0.086013824
815,0.63347924
816,0.23855978
817,0.2602323
818,0.2602323
819,0.16824338
820,0.3724202
821,0.12711951
822,0.46194258
823,0.2602323
824,0.2153087
825,0.14123821
826,0.20971075
827,0.2602323
828,0.10643822
829,0.18185514
830,3.1315644
831,0.17794853
832,0.09964126
833,0.67292553
834,1.1421399
835,0.21305671
836,0.20932525
837,0.6165177
838,0.97321475
839,0.07317075
840,0.07317075
841,0.1957592
842,0.04934746
843,0.25031
844,1.0115561
845,0.19509429
846,0.11766532
847,0.25469396
848,0.16824338
849,0.12711951
850,0.22409019
851,0.25031
852,0.8124792
853,0.25031
854,0.5225065
855,0.5567326
856,0.8162342
857,1.4924369
858,0.2602323
859,0.5733456
860,0.11524439
861,0.13589314
862,0.5718585
863,0.6265505
864,1.0480018
865,1.3454527
866,1.303947
867,0.17132434
868,1.6039352
869,0.18296632
870,0.41601294
871,0.14607367
872,0.15891674
873,0.62698734
874,0.62516165
875,1.3856645
876,0.16010132
877,0.16489741
878,0.29528037
879,0.88210094
880,0.16489741
881,0.9342941
882,0.612362
883,2.1703835
884,0.47372708
885,1.3296194
886,0.47885424
887,0.2303643
888,0.18472573
889,0.2694447
890,0.41306955
891,1.6453635
892,0.46195063
893,0.11524439
894,0.44158775
895,0.33391267
896,0.19509429
897,0.10532209
898,0.25178653
899,0.6742368
900,0.06528795
901,1.6689926
902,0.059346944
903,0.2019698
904,0.7398437
905,0.74145985
906,2.1779163
907,0.33119303
908,0.84846413
909,0.4461452
910,0.29374006
911,0.10532209
912,1.4354919
913,0.44158775
914,0.066435695
915,0.228244
916,0.15285087
917,0.20501658
918,0.10803753
919,0.39783254
920,0.19280764
921,1.2016642
922,0.059346944
923,0.0010695457
924,0.40533483
925,0.22842777
926,0.34742075
927,0.14644596
928,1.303947
929,1.356904
930,0.10532209
931,0.12711951
932,1.0480018
933,0.27291897
934,0.24186423
935,0.7063432
936,0.42853174
937,0.34498876
938,0.16824338
939,0.18246642
940,0.14089268
941,0.30259943
942,0.15497512
943,1.303947
944,0.18774846
945,0.043749154
946,0.19125912
947,0.10803753
948,0.39376107
949,0.2502551
950,0.37472534
951,0.066435695
952,0.10769141
953,0.2602323
954,0.228244
955,0.24772778
956,0.6914437
957,0.044166476
958,0.9001317
959,0.45849702
960,0.47698513
961,0.1415461
962,0.43393987
963,0.14407992
964,0.85672176
965,0.7670183
966,0.45886528
967,0.24947956
968,0.09451851
969,0.16052076
970,0.15312499
971,0.09451851
972,0.059346944
973,0.17976472
974,0.09451851
975,0.029758334
976,0.12028605
977,1.0120282
978,0.42113936
979,1.5928026
980,0.48633534
981,0.53780824
982,0.7167874
983,0.0064591467
984,0.21723944
985,0.7046984
986,1.0169424
987,0.24266642
988,0.1558438
989,0.16702259
990,0.77347684
991,0.49652958
992,0.23329249
993,1.6400083
994,0.3982085
995,0.5182468
996,0.10673082
997,0.4711268
998,0.15975639
999,0.090366274
1000,0.9143723
1001,0.44554648
1002,1.315211
1003,0.13947928
1004,0.15597218
1005,0.27522573
1006,2.3475192
1007,0.052611887
1008,0.6618569
1009,0.13570681
1010,0.16535226
1011,0.14551759
1012,0.4183338
1013,3.5332923
1014,0.83320165
1015,0.7670183
1016,0.063248456
1017,0.012306213
1018,0.26360762
1019,0.5401671
1020,0.16702259
1021,0.45795253
1022,0.030201465
1023,0.12661323
1024,0.723389
1025,0.05736381
1026,0.76053023
1027,0.5165653
1028,0.16241303
1029,0.08313948
1030,0.06452793
1031,1.5262719
1032,1.2831782
1033,0.17708221
1034,1.2662535
1035,0.13106081
1036,0.16596097
1037,1.3133329
1038,0.4264701
1039,0.70939016
1040,0.4760696
1041,0.23387724
1042,0.7670183
1043,0.13947928
1044,0.5877487
1045,0.18753585
1046,0.4809745
1047,0.28007978
1048,0.063248456
1049,0.27341765
1050,0.25175846
1051,0.2528643
1052,0.61816084
1053,0.2305978
1054,0.22278225
1055,0.4030757
1056,1.0480018
1057,0.7579343
1058,0.1968464
1059,2.8821423
1060,0.15285087
1061,0.2602323
1062,0.07614052
1063,0.16824338
1064,0.60240954
1065,0.16489741
1066,0.16709474
1067,0.6636882
1068,0.1324588
1069,0.39376107
1070,0.19508591
1071,0.14520136
1072,0.25175846
1073,0.33771357
1074,0.3242846
1075,0.3242846
1076,0.46604773
1077,1.5415189
1078,0.7670183
1079,2.286961
1080,0.18026334
1081,0.6168681
1082,0.13829452
1083,0.29776245
1084,0.1854468
1085,0.41317284
1086,0.114468426
1087,0.30935368
1088,0.77399623
1089,1.0952805
1090,2.7230303
1091,0.67295516
1092,1.1385773
1093,0.38539904
1094,0.16516969
1095,0.0
1096,0.5098196
1097,0.48004407
1098,0.2602323
1099,0.46520105
1100,0.31389242
1101,0.3242846
1102,0.3165779
1103,1.0870152
1104,1.4380314
1105,0.10803753
1106,0.25031
1107,0.57065606
1108,0.066435695
1109,0.41527778
1110,0.18296632
1111,0.066435695
1112,0.3516943
1113,0.12549213
1114,0.15189162
1115,0.12919742
1116,0.13527009
1117,0.04252258
1118,0.12640831
1119,0.12572008
1120,0.17943493
1121,0.12614441
1122,0.14417154
1123,0.17708221
1124,0.3468908
1125,0.20672974
1126,0.27232242
1127,0.09451851
1128,0.08855453
1129,0.12546703
1130,0.18233928
1131,0.2019698
1132,0.53071725
1133,0.13155946
1134,0.16535226
1135,0.09451851
1136,0.13947928
1137,0.945331
1138,0.40243116
1139,0.090366274
1140,0.3208326
1141,0.114267915
1142,0.9433081
1143,0.13309795
1144,0.10803753
1145,0.47372708
1146,0.1392391
1147,0.2602323
1148,0.11524439
1149,0.21373
1150,0.20239651
1151,0.2502551
1152,0.10722992
1153,0.14123821
1154,0.82531047
1155,0.26461625
1156,0.18296632
1157,3.5311725
1158,4.3062835
1159,0.32526314
1160,0.07609153
1161,0.2961535
1162,0.18070647
1163,0.101257235
1164,0.112484336
1165,0.2602323
1166,0.121157825
1167,0.30935368
1168,0.29921955
1169,0.18124664
1170,0.99831784
1171,0.1760123
1172,0.077433944
1173,0.044166476
1174,0.25031
1175,0.25031
1176,0.25031
1177,0.23367226
1178,0.16883904
1179,0.11766532
1180,0.30900955
1181,0.41994557
1182,0.20971075
1183,0.18124664
1184,0.4589583
1185,0.08624011
1186,0.077433944
1187,0.2602323
1188,0.11524439
1189,1.3948421
1190,0.16282189
1191,0.2668206
1192,0.19352403
1193,1.2358477
1194,2.649423
1195,0.4300413
1196,0.3604316
1197,0.12572008
1198,0.114267915
1199,0.6822052
1200,0.28418532
1201,0.3148108
1202,0.01372388
1203,0.18769673
1204,0.2019698
1205,1.7723942
1206,0.4461452
1207,0.19482648
1208,0.15497512
1209,0.08570477
1210,0.20508516
1211,0.08571234
1212,2.3104692
1213,1.1806016
1214,0.23714319
1215,0.14293218
1216,0.32984132
1217,0.8212507
1218,0.228244
1219,0.17132434
1220,0.086013824
1221,0.13514498
1222,0.13763979
1223,0.1370418
1224,0.2153087
1225,0.09730762
1226,0.19012856
1227,0.2602323
1228,0.40788653
1229,0.32288194
1230,0.25178653
1231,0.7148843
1232,0.32288194
1233,0.17890146
1234,0.18124664
1235,0.55792564
1236,0.3239878
1237,0.25547272
1238,0.2602323
1239,1.29042
1240,0.10803753
1241,0.72217613
1242,0.30793542
1243,0.35906625
1244,0.17193285
1245,0.1370418
1246,1.285836
1247,0.5511389
1248,0.16143632
1249,0.15224236
1250,0.23710611
1251,0.18124664
1252,0.13829452
1253,0.14366865
1254,0.37478566
1255,0.07122344
1256,0.8276247
1257,0.17523211
1258,0.2668206
1259,0.20971847
1260,0.52709985
1261,0.20336431
1262,0.09451851
1263,0.035964787
1264,1.7744277
1265,0.47237316
1266,0.18185514
1267,1.3967428
1268,0.1370418
1269,0.25175846
1270,0.22845793
1271,0.2153087
1272,0.07609153
1273,0.27893114
1274,0.2602323
1275,0.10803753
1276,0.20297986
1277,0.2602323
1278,0.59614223
1279,0.5299939
1280,0.07579005
1281,0.16174054
1282,0.13947928
1283,0.15597218
1284,1.2712321
1285,0.16010132
1286,0.052444875
1287,0.3743777
1288,0.21128097
1289,0.20583609
1290,0.14811316
1291,0.5475025
1292,0.7331524
1293,0.4327996
1294,0.91037226
1295,0.47616243
1296,0.15285087
1297,0.20297986
1298,1.0762148
1299,0.29681063
1300,0.32466626
1301,0.5401671
1302,0.23070079
1303,0.26986238
1304,1.0459017
1305,0.77652276
1306,0.10643822
1307,0.1513474
1308,0.17452392
1309,0.20501658
1310,0.066435695
1311,0.19125912
1312,2.5710754
1313,0.30793542
1314,0.66789937
1315,0.12522268
1316,0.5675569
1317,0.18607813
1318,1.024946
1319,0.18124664
1320,0.27893114
1321,0.19288862
1322,0.2602323
1323,0.3779653
1324,0.086013824
1325,0.5393085
1326,0.05536565
1327,0.12732944
1328,0.15224236
1329,0.08624011
1330,0.13527906
1331,0.8243954
1332,0.1370418
1333,2.0009372
1334,0.60703844
1335,0.83496046
1336,0.47698513
1337,0.37298995
1338,0.26719356
1339,0.21638024
1340,0.2019698
1341,0.2019698
1342,0.2662138
1343,0.05150363
1344,0.045967042
1345,0.060546637
1346,0.2019698
1347,0.16365805
1348,0.08624011
1349,0.61312586
1350,0.044166476
1351,0.15707386
1352,0.044166476
1353,0.15285087
1354,0.13589314
1355,0.7775856
1356,0.4259134
1357,0.15707386
1358,0.2305978
1359,0.45713678
1360,1.5151032
1361,0.7395262
1362,0.15224236
1363,0.16388434
1364,0.43626043
1365,0.12640712
1366,0.10643822
1367,0.16883904
1368,0.25380203
1369,0.20159352
1370,0.2602323
1371,0.063248456
1372,0.057009548
1373,0.21043059
1374,0.08624011
1375,0.24892339
1376,0.42853174
1377,0.044166476
1378,0.13880682
1379,0.18630442
1380,0.2510755
1381,0.10532209
1382,0.4518719
1383,0.38009816
1384,0.16052076
1385,0.7255716
1386,0.18898487
1387,0.09451851
1388,0.38965586
1389,0.14675412
1390,0.21318004
1391,0.28687927
1392,0.34044665
1393,0.057009548
1394,0.13514498
1395,0.21125826
1396,0.20501658
1397,0.29528037
1398,0.18630442
1399,0.1370418
1400,0.2305978
1401,0.3223169
1402,0.18898487
1403,1.2638105
1404,0.2019698
1405,0.081819475
1406,0.06528795
1407,0.019836038
1408,0.06528795
1409,0.08053136
1410,0.2153087
1411,0.052611887
1412,0.11631593
1413,0.32522002
1414,0.08053136
1415,0.055414647
1416,0.13106081
1417,0.26317433
1418,0.052444875
1419,0.19458282
1420,0.2694447
1421,0.2781313
1422,0.18124664
1423,0.11524439
1424,0.086013824
1425,0.11109215
1426,0.20159352
1427,0.18124664
1428,0.07333776
1429,0.16365805
1430,0.042612404
1431,0.16365805
1432,0.20501658
1433,0.086013824
1434,0.6168681
1435,0.098404706
1436,0.042612404
1437,0.11524439
1438,0.077433944
1439,0.062190533
1440,0.16582221
1441,0.1061407
1442,0.25970507
1443,0.23835817
1444,0.2602323
1445,0.39682359
1446,0.2602323
1447,0.25175846
1448,0.16489741
1449,0.3242846
1450,0.12732944
1451,0.61816084
1452,0.47885424
1453,0.13465378
1454,0.08624011
1455,0.12522268
1456,0.057009548
1457,0.033875585
1458,0.42853174
1459,1.8628829
1460,0.15285087
1461,0.12711951
1462,0.22832698
1463,0.29886663
1464,0.14644596
1465,0.19288862
1466,0.20297986
1467,0.5768398
1468,0.45592374
1469,0.14089268
1470,0.21305671
1471,0.2497828
1472,0.38090876
1473,0.3458287
1474,0.23083901
1475,0.42853174
1476,0.15891674
1477,0.25192446
1478,0.12711951
1479,0.2284359
1480,0.12711951
1481,0.16824338
1482,1.4642094
1483,0.11123553
1484,0.033875585
1485,0.0565134
1486,0.16824338
1487,0.11524439
1488,0.057009548
1489,0.77857864
1490,0.78034526
1491,0.23710611
1492,0.17193285
1493,0.063248456
1494,0.14929768
1495,0.044166476
1496,0.066435695
1497,4.5409565
1498,0.3038028
1499,0.057009548
1500,0.11524439
1501,0.10722992
1502,0.2284359
1503,0.17132434
1504,0.086013824
1505,0.098404706
1506,0.19125912
1507,0.19509429
1508,0.1370418
1509,0.1891056
1510,0.086013824
1511,0.14644596
1512,0.10722992
1513,0.06230721
1514,0.46690738
1515,0.6168681
1516,0.10532209
1517,0.09119481
1518,0.17934307
1519,0.11524439
1520,0.19509429
1521,1.0749904
1522,0.72217613
1523,0.08624011
1524,0.20297986
1525,0.2602323
1526,0.05048421
1527,0.16388434
1528,0.07614052
1529,0.16010132
1530,0.15081498
1531,0.78420067
1532,0.14738595
1533,0.11524439
1534,0.11524439
1535,0.12633881
1536,0.7742401
1537,0.18377316
1538,0.41135406
1539,0.13184106
1540,0.1920475
1541,0.1920475
1542,0.1920475
1543,0.20558378
1544,0.12250191
1545,0.04549235
1546,1.5415189
1547,0.052611887
1548,0.110248715
1549,0.077958494
1550,0.077433944
1551,0.77399623
1552,0.25539082
1553,0.2602323
1554,0.2602323
1555,0.30793542
1556,0.19125912
1557,0.10803753
1558,0.14738595
1559,0.063248456
1560,0.15081498
1561,0.29374006
1562,0.17132434
1563,0.47885424
1564,0.79990625
1565,0.12711951
1566,0.17193285
1567,0.11524439
1568,0.077433944
1569,0.072229505
1570,0.6205973
1571,0.6639674
1572,0.25031
1573,0.2602323
1574,0.36831266
1575,0.37450904
1576,0.1920475
1577,0.07701659
1578,0.13591689
1579,0.05762586
1580,0.04012999
1581,0.1920475
1582,1.1639886
1583,0.18378124
1584,0.23897919
1585,0.077043235
1586,0.077043235
1587,0.28307688
1588,0.04707393
1589,0.3794256
1590,0.1307359
1591,0.035787523
1592,0.1920475
1593,0.08855453
1594,0.093735516
1595,0.10532209
1596,0.37063
1597,0.25031
1598,0.2602323
1599,0.1760123
1600,0.057009548
1601,0.044166476
1602,0.11524439
1603,0.25178653
1604,1.1741252
1605,0.101257235
1606,0.32892403
1607,0.28433353
1608,0.29019743
1609,0.14738595
1610,0.066435695
1611,0.2602323
1612,0.10831475
1613,0.4730271
1614,0.10643822
1615,0.4691555
1616,0.09776911
1617,0.063248456
1618,0.93754995
1619,0.11524439
1620,0.08127251
1621,1.0122366
1622,0.09744355
1623,0.06621823
1624,0.033875585
1625,0.4576342
1626,0.66221094
1627,0.9511418
1628,0.10722992
1629,0.2602323
1630,0.092262566
1631,0.2602323
1632,0.10769141
1633,0.07317075
1634,0.20501658
1635,0.12899029
1636,0.04379788
1637,0.07317075
1638,0.15081498
1639,2.7390416
1640,0.20501658
1641,0.37063
1642,0.057009548
1643,0.086013824
1644,0.17934307
1645,0.121157825
1646,0.15081498
1647,0.5673908
1648,0.10722992
1649,0.043749154
1650,0.4576342
1651,0.0565134
1652,0.18124664
1653,0.5993277
1654,1.1731902
1655,0.47885424
1656,0.20297986
1657,0.23855978
1658,0.15633371
1659,0.23438728
1660,0.096515924
1661,0.05517447
1662,0.19509429
1663,0.19509429
1664,1.5418789
1665,0.07609153
1666,0.06842944
1667,0.25031
1668,0.1822069
1669,0.086013824
1670,0.10643822
1671,0.10803753
1672,0.26955974
1673,0.121810704
